,url0,url1,url2,url3,click0,click1,click2,click3,orig0,click_orig0,name,Token,Guessed name,correct?,Guessed characteristics,correct?
181,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-028.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-028.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2429___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2429___part_000.m_gold_conll.html,wsj_24_wsj_2429___part_000.m_g,_WOG_,,,company,n
193,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-028.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-028.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2429___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2429___part_000.m_gold_conll.html,wsj_24_wsj_2429___part_000.m_g,_KEG50_,,,company,y
197,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-147.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-147.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2429___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2429___part_000.m_gold_conll.html,wsj_24_wsj_2429___part_000.m_g,_KEEN_,,,a month,n
200,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-147.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-147.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2429___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2429___part_000.m_gold_conll.html,wsj_24_wsj_2429___part_000.m_g,_KEG50_,,,a business,y
213,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-028.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-028.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2429___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2429___part_000.m_gold_conll.html,wsj_24_wsj_2429___part_000.m_g,_DIM68_,,,,
221,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-028.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-028.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2429___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2429___part_000.m_gold_conll.html,wsj_24_wsj_2429___part_000.m_g,_SI93_,,,political party,n
235,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-147.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-147.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2429___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2429___part_000.m_gold_conll.html,wsj_24_wsj_2429___part_000.m_g,_DIM68_,,,,
292,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-147.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-147.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2429___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2429___part_000.m_gold_conll.html,wsj_24_wsj_2429___part_000.m_g,_WOG_,,,,
304,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-147.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-147.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2429___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2429___part_000.m_gold_conll.html,wsj_24_wsj_2429___part_000.m_g,_SI93_,,,,
2,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-doc-190-218/student2-2019-03-29-question-190.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-190.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-doc-190-218/student2-2019-03-29-question-190.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-190.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2431___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2431___part_000.m_gold_conll.html,wsj_24_wsj_2431___part_000.m_g,_TEES_,,,"Greek politician, possibly former prime minister, involved in a scandal",n
10,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-doc-190-218/student2-2019-03-29-question-190.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-190.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-doc-190-218/student2-2019-03-29-question-190.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-190.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2431___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2431___part_000.m_gold_conll.html,wsj_24_wsj_2431___part_000.m_g,_TRY13_,Greeks,y,,
81,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-doc-140-199/student3-2019-03-29-question-180.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-documents-for-name-annotation/student3-2019-03-29-question-180.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-doc-140-199/student3-2019-03-29-question-180.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-documents-for-name-annotation/student3-2019-03-29-question-180.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2431___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2431___part_000.m_gold_conll.html,wsj_24_wsj_2431___part_000.m_g,_CHEAL_ _SE63_,,,Either a political party or a political person,y
98,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-180.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-180.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2431___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2431___part_000.m_gold_conll.html,wsj_24_wsj_2431___part_000.m_g,_KOOG_ _XEL_,,,greek political party,y
121,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-190.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-190.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2431___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2431___part_000.m_gold_conll.html,wsj_24_wsj_2431___part_000.m_g,_KOOG_ _XEL_,,,Greek political party,y
123,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-190.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-190.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2431___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2431___part_000.m_gold_conll.html,wsj_24_wsj_2431___part_000.m_g,_MOO_,Greece,y,,
141,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-190.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-190.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2431___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2431___part_000.m_gold_conll.html,wsj_24_wsj_2431___part_000.m_g,_JE_ _JY56_,,,former Prime Minister of Greece,y
146,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-190.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-190.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2431___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2431___part_000.m_gold_conll.html,wsj_24_wsj_2431___part_000.m_g,_JE_ _BOO85_,,,"Greek politician, possibly Communist",y
152,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-190.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-190.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2431___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2431___part_000.m_gold_conll.html,wsj_24_wsj_2431___part_000.m_g,_JE_ _SOOC_,,,corrupt Greek politician,y
157,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-190.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-190.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2431___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2431___part_000.m_gold_conll.html,wsj_24_wsj_2431___part_000.m_g,_TRIE34_,,,maybe a Greek city name,y
183,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-180.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-180.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2431___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2431___part_000.m_gold_conll.html,wsj_24_wsj_2431___part_000.m_g,_MOO_,Greece,y,country,
206,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-180.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-180.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2431___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2431___part_000.m_gold_conll.html,wsj_24_wsj_2431___part_000.m_g,_TRIE34_,,,a fund,n
212,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-180.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-180.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2431___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2431___part_000.m_gold_conll.html,wsj_24_wsj_2431___part_000.m_g,_JE_ _BOO85_,,,last name,y
224,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-180.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-180.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2431___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2431___part_000.m_gold_conll.html,wsj_24_wsj_2431___part_000.m_g,_XE_,,,political organisation,n
96,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-051.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-051.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_xinhua_01_chtb_0150___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_xinhua_01_chtb_0150___part_000.m_gold_conll.html,ua_01_chtb_0150___part_000.m_g,_NY_ _WOON96_,,,chinese city,y
191,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-051.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-051.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_xinhua_01_chtb_0150___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_xinhua_01_chtb_0150___part_000.m_gold_conll.html,ua_01_chtb_0150___part_000.m_g,_LEA_,,,company,n
232,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-170.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-170.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_xinhua_01_chtb_0150___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_xinhua_01_chtb_0150___part_000.m_gold_conll.html,ua_01_chtb_0150___part_000.m_g,_KE51_,,,country,y
249,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-170.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-170.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_xinhua_01_chtb_0150___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_xinhua_01_chtb_0150___part_000.m_gold_conll.html,ua_01_chtb_0150___part_000.m_g,_LEA_,,,,
288,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-170.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-170.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_xinhua_01_chtb_0150___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_xinhua_01_chtb_0150___part_000.m_gold_conll.html,ua_01_chtb_0150___part_000.m_g,_NY_ _WOON96_,,,location,y
217,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-062.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-062.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_xinhua_02_chtb_0270___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_xinhua_02_chtb_0270___part_000.m_gold_conll.html,ua_02_chtb_0270___part_000.m_g,_MO43_,,,city,y
282,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-181.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-181.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_xinhua_02_chtb_0270___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_xinhua_02_chtb_0270___part_000.m_gold_conll.html,ua_02_chtb_0270___part_000.m_g,_MO43_,,,location,y
293,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-181.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-181.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_xinhua_02_chtb_0270___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_xinhua_02_chtb_0270___part_000.m_gold_conll.html,ua_02_chtb_0270___part_000.m_g,_SYC_ _KUG5_,,,,
92,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-067.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-067.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/pt_nt_41_nt_4110___part_001.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/pt_nt_41_nt_4110___part_001.m_gold_conll.html,t_nt_41_nt_4110___part_001.m_g,_GE86_,god,y,"god, bible text",y
192,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-067.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-067.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/pt_nt_41_nt_4110___part_001.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/pt_nt_41_nt_4110___part_001.m_gold_conll.html,t_nt_41_nt_4110___part_001.m_g,_MEE_,Jesus,y,figure of the new testament,
228,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-067.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-067.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/pt_nt_41_nt_4110___part_001.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/pt_nt_41_nt_4110___part_001.m_gold_conll.html,t_nt_41_nt_4110___part_001.m_g,_WEAD_,,,country or town,y
253,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-186.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-186.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/pt_nt_41_nt_4110___part_001.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/pt_nt_41_nt_4110___part_001.m_gold_conll.html,t_nt_41_nt_4110___part_001.m_g,_WEAD_,,,place,y
259,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-186.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-186.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/pt_nt_41_nt_4110___part_001.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/pt_nt_41_nt_4110___part_001.m_gold_conll.html,t_nt_41_nt_4110___part_001.m_g,_GE86_,God,y,,
306,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-186.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-186.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/pt_nt_41_nt_4110___part_001.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/pt_nt_41_nt_4110___part_001.m_gold_conll.html,t_nt_41_nt_4110___part_001.m_g,_MEE_,,,religious leader,y
79,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-first-100-docs/student3-2019-03-29-question-084.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-documents-for-name-annotation/student3-2019-03-29-question-084.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-first-100-docs/student3-2019-03-29-question-084.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-documents-for-name-annotation/student3-2019-03-29-question-084.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/tc_ch_00_ch_0020___part_001.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/tc_ch_00_ch_0020___part_001.m_gold_conll.html,c_ch_00_ch_0020___part_001.m_g,_NO_,Israel,n,country/place,n
85,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-first-100-docs/student3-2019-03-29-question-084.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-documents-for-name-annotation/student3-2019-03-29-question-084.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-first-100-docs/student3-2019-03-29-question-084.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-documents-for-name-annotation/student3-2019-03-29-question-084.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/tc_ch_00_ch_0020___part_001.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/tc_ch_00_ch_0020___part_001.m_gold_conll.html,c_ch_00_ch_0020___part_001.m_g,_FIF_,,,either a location or a date (year or month),y
